,project_id,nbr_inquiries,status_deal,inquiry_created_at,total_price,paid_at,budget_day,duration_event_days,nbr_days_before_event,event_type,currency,main_nbr_admin_message,main_nbr_renter_message,main_nbr_lo_message,private_lo_nbr_admin_message,private_lo_nbr_lo_message,private_renter_nbr_admin_message,private_renter_nbr_renter_message
24,a0E1p00000jxLubEAE,2,failed,2018-01-03 00:14:55,600.0,,600.0,1.0,59.0,Art Opening,USD,1.0,2.5,5.5,0.5,0.0,1.5,0.5
25,a0E1p00000jxLuvEAE,4,success,2018-01-03 01:51:22,2610.0,2018-01-16 16:15:17.194,2610.0,1.0,59.0,Late Night Event (after 10pm),USD,0.0,6.0,5.0,0.0,0.0,0.0,0.0
26,a0E1p00000jxOUPEA2,2,failed,2018-01-03 14:34:12,0.0,,0.0,236.5,20.0,Product Launch,EUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,a0E1p00000jxPOiEAM,3,failed,2018-01-03 19:04:24,628.8000000000001,,314.40000000000003,2.0,58.0,Art Opening,EUR,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0
28,a0E1p00000jxPRvEAM,2,failed,2018-01-04 02:50:11,720.0,,720.0,1.0,233.0,Fashion Show,USD,0.0,1.5,3.5,0.0,0.0,0.5,0.0
29,a0E1p00000jxPT3EAM,1,failed,2018-01-04 06:34:15,180.0,,180.0,1.0,128.0,Pop-Up Store,USD,1.0,4.0,4.0,0.0,0.0,2.0,0.0
30,a0E1p00000jxPuoEAE,1,failed,2018-01-04 10:02:54,2304.0,,192.0,12.0,59.0,Pop-Up Store,USD,0.0,2.0,2.0,0.0,0.0,0.0,0.0
31,a0E1p00000jxQEWEA2,2,failed,2018-01-04 12:46:46,5400.0,,180.0,30.0,96.0,Pop-Up Store,EUR,1.0,6.5,5.5,0.0,0.0,0.0,0.0
32,a0E1p00000jxQkZEAU,2,failed,2018-02-07 16:20:52,9000.0,,2250.0,4.0,56.0,Fashion Showroom,USD,0.0,3.5,4.5,0.0,0.0,0.0,0.0
33,a0E1p00000jxQnfEAE,2,failed,2018-01-04 19:59:31,6300.0,,1260.0,5.0,100.5,Pop-Up Store,USD,1.5,3.5,7.5,0.5,0.0,0.5,0.0
34,a0E1p00000jxQosEAE,2,failed,2018-01-08 18:01:55,1584.0,,316.8,5.0,17.0,Product Launch,EUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,a0E1p00000jxR4ZEAU,3,failed,2018-01-05 07:01:51,96533.33333333333,,524.6376811594203,184.0,86.0,Pop-Up Store,HKD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,a0E1p00000jxR6cEAE,1,success,2018-01-05 07:41:48,660.0,2018-01-31 05:40:07.009,660.0,1.0,28.0,Pop-Up Store,USD,0.0,12.0,13.0,0.0,0.0,0.0,0.0
37,a0E1p00000jxRijEAE,1,failed,2018-01-05 09:21:49,18288.0,,6096.0,3.0,119.0,Pop-Up Store,EUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,a0E1p00000jxRyvEAE,1,success,2018-01-05 10:33:30,4320.0,2018-01-24 16:39:29.419,864.0,5.0,36.0,Fashion Showroom,EUR,0.0,7.0,7.0,0.0,0.0,0.0,0.0
39,a0E1p00000jxSSsEAM,3,failed,2018-01-08 14:37:18,2208.0,,169.84615384615384,13.0,60.0,Pop-Up Store,EUR,0.0,7.666666666666667,8.0,0.0,0.0,0.0,0.0
40,a0E1p00000jxTF3EAM,2,failed,2018-01-05 14:42:45,5786.0,,180.8125,32.0,130.0,Pop-Up Store,USD,0.0,3.5,5.0,0.0,0.0,0.0,0.0
41,a0E1p00000jxTQZEA2,1,failed,2018-01-05 19:08:15,10800.0,,1200.0,9.0,130.0,Private Sale,USD,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42,a0E1p00000jxTSXEA2,3,failed,2018-01-05 22:47:24,22114.85666666667,,2457.206296296297,9.0,108.0,Pop-Up Store,USD,0.0,5.666666666666667,4.333333333333333,0.0,0.0,0.0,0.0
43,a0E1p00000jxTYgEAM,13,failed,2018-01-06 20:10:52,1845.8769230769233,,1090.7454545454548,1.6923076923076923,97.0,Pop-Up Store,USD,0.46153846153846156,1.5384615384615385,1.6153846153846154,0.0,0.0,0.07692307692307693,0.0
44,a0E1p00000jxTZKEA2,1,failed,2018-01-06 22:38:50,3240.0,,360.0,9.0,52.0,Fashion Showroom,EUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,a0E1p00000jxTacEAE,1,success,2018-04-19 21:06:34,3000.0,2018-04-23 22:42:52.627,375.0,8.0,45.0,Fashion Showroom,USD,1.0,6.0,5.0,2.0,1.0,1.0,0.0
46,a0E1p00000jxTd2EAE,1,success,2018-01-07 14:07:55,576.0,2018-01-15 22:18:28.488,192.0,3.0,15.0,Fashion Showroom,GBP,0.0,7.0,5.0,0.0,0.0,0.0,0.0
47,a0E1p00000jxTd7EAE,1,success,2018-01-07 14:14:00,108.0,2018-01-21 15:24:45.378,36.0,3.0,19.0,Pop-Up Store,EUR,0.0,11.0,12.0,0.0,0.0,0.0,0.0
48,a0E1p00000jxTguEAE,10,failed,2018-01-08 04:22:29,1108.0,,121.75824175824177,9.1,90.3,Pop-Up Store,USD,0.7,1.0,2.3,0.0,0.0,0.4,0.0
49,a0E1p00000jxUHgEAM,3,success,2018-01-12 17:12:15,3456.0,2018-02-03 09:19:14.074,691.2,5.0,48.0,Fashion Showroom,EUR,1.0,13.0,10.0,0.0,0.0,0.0,0.0
50,a0E1p00000jxUQ9EAM,2,failed,2018-01-08 15:35:03,3960.0,,3960.0,1.0,53.0,Fashion Show,EUR,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51,a0E1p00000jxUezEAE,4,failed,2018-02-08 12:31:55,7476.1975,,63.35760593220339,118.0,65.75,Fashion Showroom,GBP,2.5,4.25,3.25,0.25,0.0,0.25,0.25
52,a0E1p00000jxUyLEAU,5,success,2018-01-08 16:29:22,15360.0,2018-01-26 17:48:17.942,1706.6666666666667,9.0,66.0,Fashion Showroom,USD,0.0,4.0,6.0,0.0,0.0,0.0,0.0
53,a0E1p00000jxV2jEAE,1,success,2018-01-08 17:14:21,1440.0,2018-01-10 21:31:39.67,1440.0,1.0,8.0,Corporate Event,EUR,0.0,5.0,8.0,0.0,0.0,0.0,0.0
54,a0E1p00000jxV7rEAE,1,failed,2018-01-08 21:48:46,4800.0,,2400.0,2.0,58.0,Pop-Up Store,USD,0.0,2.0,5.0,0.0,0.0,0.0,0.0
55,a0E1p00000jxV8LEAU,1,success,2018-01-11 20:37:00,2400.0,2018-01-30 00:44:33.747,1200.0,2.0,41.0,Product Launch,USD,1.0,17.0,16.0,0.0,0.0,0.0,0.0
56,a0E1p00000jxVBLEA2,9,success,2018-01-09 04:10:10,1872.0,2018-01-22 14:43:27.238,1872.0,1.0,277.0,Fashion Show,EUR,4.0,21.0,16.0,0.0,0.0,0.0,0.0
57,a0E1p00000jxWo7EAE,1,failed,2018-01-09 11:27:19,658.27,,82.28375,8.0,63.0,Pop-Up Store,EUR,0.0,1.0,1.0,0.0,0.0,0.0,0.0
58,a0E1p00000jxXPcEAM,2,failed,2018-01-09 14:26:37,480.0,,480.0,1.0,80.5,Pop-Up Store,USD,2.0,1.5,3.5,0.0,0.0,0.0,0.0
59,a0E1p00000jxXRAEA2,4,failed,2018-01-09 14:39:08,1733.4,,330.1714285714286,5.25,51.5,Pop-Up Store,EUR,0.0,1.5,2.0,0.0,0.0,0.0,0.0
60,a0E1p00000jxXSwEAM,2,success,2018-01-09 14:56:48,1468.8,2018-01-10 13:31:03.248,293.76,5.0,52.0,Private Sale,EUR,1.0,3.0,3.0,0.0,0.0,0.0,0.0
61,a0E1p00000jxXkFEAU,2,failed,2018-01-09 16:14:46,258.0,,258.0,1.0,128.0,Art Opening,USD,0.0,3.0,2.0,0.0,0.0,0.0,0.0
62,a0E1p00000jxY03EAE,1,success,2018-01-09 17:29:15,3300.0,2018-01-19 22:03:58.87,1650.0,2.0,24.0,Art Opening,USD,0.0,7.0,10.0,0.0,0.0,0.0,0.0
63,a0E1p00000jxY4EEAU,3,failed,2018-01-09 20:04:08,6914.283333333333,,227.9434065934066,30.333333333333332,108.0,Pop-Up Store,USD,2.3333333333333335,7.0,5.666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666
64,a0E1p00000jxY8TEAU,3,failed,2018-01-10 01:08:28,640.0,,384.00000000000006,1.6666666666666665,76.0,Product Launch,USD,0.0,1.0,1.6666666666666667,0.0,0.0,0.0,0.0
65,a0E1p00000jxY8nEAE,6,failed,2018-01-10 02:43:24,10840.0,,2032.5,5.333333333333333,112.0,Art Opening,USD,0.0,2.0,2.5,0.0,0.0,0.0,0.0
66,a0E1p00000jxY92EAE,7,success,2018-02-09 02:27:17,600.0,2018-02-18 18:24:41.642,300.0,2.0,34.0,Pop-Up Store,USD,2.0,9.0,6.0,0.0,0.0,0.0,0.0
67,a0E1p00000jxYlLEAU,6,failed,2018-01-10 07:19:58,2120.0,,2120.0,1.0,73.0,Fashion Show,USD,0.0,2.1666666666666665,2.0,0.0,0.0,0.0,0.0
68,a0E1p00000jxZRMEA2,2,failed,2018-01-12 19:40:32,5976.0,,5976.0,1.0,50.0,Fashion Show,EUR,0.0,2.0,1.0,0.0,0.0,0.0,0.0
69,a0E1p00000jxZrIEAU,2,failed,2018-01-10 16:11:55,1080.0,,540.0,2.0,59.0,Pop-Up Store,EUR,0.0,3.0,1.5,0.0,0.0,0.0,0.0
70,a0E1p00000jxZufEAE,1,failed,2018-01-10 13:21:51,2520.0,,360.0,7.0,11.0,Fashion Showroom,EUR,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71,a0E1p00000jxaC3EAI,6,failed,2018-01-10 14:02:48,1512.0,,756.0,2.0,80.33333333333333,Photoshoot & Filming,EUR,0.8333333333333334,1.6666666666666667,2.8333333333333335,0.0,0.0,0.16666666666666666,0.0
72,a0E1p00000jxaJOEAY,1,failed,2018-01-10 14:36:02,5563.19,,89.72887096774193,62.0,125.0,Pop-Up Store,EUR,0.0,3.0,5.0,0.0,0.0,0.0,0.0
73,a0E1p00000jxau2EAA,3,failed,2018-01-10 16:31:31,12000.0,,4000.0,3.0,50.0,Pop-Up Store,USD,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0
74,a0E1p00000jxb3fEAA,1,failed,2018-01-10 18:42:02,13716.0,,1714.5,8.0,51.0,Corporate Event,USD,0.0,5.0,4.0,0.0,0.0,0.0,0.0
75,a0E1p00000jxb3zEAA,2,failed,2018-01-10 19:20:55,63000.0,,9000.0,7.0,111.0,Corporate Event,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,a0E1p00000jxb5zEAA,1,failed,2018-01-10 22:31:24,11314.28,,942.8566666666667,12.0,85.0,Pop-Up Store,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,a0E1p00000jxbLkEAI,2,success,2018-03-27 14:54:35,1440.0,2018-03-28 19:56:30.666,720.0,2.0,23.0,Product Launch,USD,1.0,3.0,2.0,0.0,0.0,1.0,2.0
78,a0E1p00000jxbM4EAI,1,failed,2018-01-11 03:35:22,3600.0,,1200.0,3.0,92.0,Pop-Up Store,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,a0E1p00000jxcRNEAY,1,failed,2018-01-19 00:33:37,60000.0,,2000.0,30.0,22.0,Fashion Show,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,a0E1p00000jxgDtEAI,1,success,2018-01-11 13:36:38,840.0,2018-01-26 14:27:55.916,840.0,1.0,30.0,Pop-Up Store,USD,0.0,5.0,4.0,0.0,0.0,0.0,0.0
81,a0E1p00000jxgFLEAY,1,failed,2018-01-11 13:48:32,720.0,,360.0,2.0,191.0,Photoshoot & Filming,EUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,a0E1p00000jxgKSEAY,1,success,2018-01-11 14:41:27,6600.0,2018-01-16 19:35:42.736,235.71428571428572,28.0,21.0,Pop-Up Store,USD,0.0,5.0,3.0,0.0,0.0,0.0,0.0
83,a0E1p00000jxgMVEAY,2,success,2018-01-11 16:37:18,144.0,2018-01-24 17:44:41.563,144.0,1.0,16.0,Pop-Up Store,EUR,0.0,0.0,2.0,0.0,0.0,0.0,0.0
84,a0E1p00000jxgMfEAI,2,failed,2018-01-11 15:12:27,648.0,,216.0,3.0,130.0,Product Launch,EUR,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85,a0E1p00000jxgPSEAY,1,failed,2018-01-11 16:39:00,6788.57,,617.1427272727273,11.0,119.0,Pop-Up Store,EUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,a0E1p00000jxgUPEAY,1,success,2018-01-11 19:08:32,480.0,2018-01-16 16:04:53.776,480.0,1.0,30.0,Corporate Event,USD,0.0,3.0,5.0,0.0,0.0,0.0,0.0
87,a0E1p00000jxgVXEAY,3,failed,2018-01-17 22:09:26,7464.0,,1178.5263157894738,6.333333333333333,45.0,Fashion Showroom,EUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,a0E1p00000jxgWLEAY,1,failed,2018-01-11 22:25:32,5400.0,,1800.0,3.0,112.0,Product Launch,USD,0.0,3.0,3.0,0.0,0.0,0.0,0.0
89,a0E1p00000jxga5EAA,1,failed,2018-01-12 03:16:37,2400.0,,2400.0,1.0,99.0,Food Event,USD,0.0,1.0,0.0,0.0,0.0,0.0,0.0
90,a0E1p00000jxhpsEAA,1,failed,2018-01-12 10:25:57,1512.0,,504.0,3.0,76.0,Pop-Up Store,EUR,0.0,0.0,1.0,0.0,0.0,0.0,0.0
91,a0E1p00000jxhzGEAQ,1,failed,2018-01-12 11:44:02,259.2,2018-01-23 19:28:11.998,259.2,1.0,29.0,Pop-Up Store,GBP,0.0,5.0,4.0,0.0,0.0,0.0,0.0
92,a0E1p00000jxi95EAA,1,failed,2018-01-12 13:55:35,3600.0,,514.2857142857143,7.0,128.0,Art Opening,USD,0.0,5.0,6.0,0.0,0.0,0.0,0.0
93,a0E1p00000jxju7EAA,1,failed,2018-01-12 17:48:40,11400.0,,3800.0,3.0,56.0,Corporate Event,USD,3.0,4.0,11.0,0.0,0.0,0.0,0.0
94,a0E1p00000jxjwYEAQ,2,failed,2018-01-12 21:47:38,8700.0,,290.0,30.0,79.0,Pop-Up Store,USD,0.0,5.5,4.5,0.0,0.0,0.0,0.0
95,a0E1p00000jxjyVEAQ,1,success,2018-01-13 00:29:41,345.6,2018-02-08 11:45:03.611,345.6,1.0,22.0,Product Launch,EUR,3.0,17.0,14.0,0.0,0.0,0.0,0.0
96,a0E1p00000jxk1KEAQ,1,failed,2018-01-13 11:21:52,1785.6,,55.8,32.0,47.0,Pop-Up Store,GBP,0.0,1.0,1.0,0.0,0.0,0.0,0.0
97,a0E1p00000jxk2IEAQ,1,success,2018-01-13 15:00:10,864.0,2018-01-15 18:57:37.102,216.0,4.0,7.0,Fashion Showroom,EUR,0.0,3.0,3.0,0.0,0.0,0.0,0.0
98,a0E1p00000jxk3BEAQ,2,failed,2018-01-13 20:42:50,72.08,,48.053333333333335,1.5,39.5,Product Launch,GBP,3.5,7.5,7.0,0.5,0.0,1.0,0.0
99,a0E1p00000jxk44EAA,3,success,2018-01-30 22:44:11,240.0,2018-01-31 15:50:25.306,240.0,1.0,23.0,Art Opening,USD,2.0,1.0,0.0,0.0,0.0,0.0,0.0
100,a0E1p00000jxk49EAA,3,failed,2018-01-13 22:49:43,213.62666666666667,,213.62666666666667,1.0,63.0,Art Opening,GBP,0.6666666666666666,4.0,3.3333333333333335,0.0,0.0,0.0,0.0
101,a0E1p00000jxk5gEAA,1,success,2018-01-14 01:13:51,960.0,2018-01-17 21:05:21.949,960.0,1.0,31.0,Fashion Showroom,USD,0.0,7.0,6.0,0.0,0.0,0.0,0.0
102,a0E1p00000jxk7rEAA,1,failed,2018-01-14 13:08:15,3540.0,,708.0,5.0,59.0,Pop-Up Store,USD,0.0,0.0,2.0,0.0,0.0,0.0,0.0
103,a0E1p00000jxk7wEAA,1,failed,2018-01-14 13:08:54,2940.0,,588.0,5.0,59.0,Pop-Up Store,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,a0E1p00000jxk81EAA,1,failed,2018-01-14 13:09:37,3600.0,,720.0,5.0,59.0,Pop-Up Store,USD,0.0,0.0,1.0,0.0,0.0,0.0,0.0
105,a0E1p00000jxkAREAY,1,failed,2018-07-30 19:27:52,8393.13,,49.37135294117647,170.0,16.0,Food Event,GBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,a0E1p00000jxkCDEAY,1,success,2018-01-15 03:34:53,300.0,2018-02-18 15:07:12.482,300.0,1.0,40.0,Art Opening,USD,1.0,7.0,6.0,0.0,0.0,0.0,0.0
107,a0E1p00000jxkCSEAY,1,failed,2018-01-15 04:57:11,1680.0,,420.0,4.0,94.0,Pop-Up Store,USD,0.0,0.0,2.0,0.0,0.0,0.0,0.0
108,a0E1p00000jxkYbEAI,7,failed,2018-01-13 22:08:39,1851.4285714285713,,1851.4285714285713,1.0,66.0,Fashion Showroom,EUR,0.0,1.2857142857142858,1.4285714285714286,0.0,0.0,0.0,0.0
109,a0E1p00000jxmezEAA,1,failed,2018-01-15 17:47:00,648.0,,216.0,3.0,109.0,Late Night Event (after 10pm),EUR,0.0,5.0,6.0,0.0,0.0,0.0,0.0
110,a0E1p00000jxmf9EAA,2,failed,2018-01-15 18:09:31,5616.0,,624.0,9.0,56.0,Fashion Showroom,EUR,0.0,5.0,5.0,0.0,0.0,0.0,0.0
111,a0E1p00000jxmgyEAA,1,failed,2018-01-18 22:57:46,7200.0,,3600.0,2.0,21.0,Art Opening,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,a0E1p00000jxmlkEAA,1,failed,2018-01-16 04:58:33,2520.0,,360.0,7.0,43.0,Fashion Showroom,EUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,a0E1p00000jxn1QEAQ,1,failed,2018-01-16 08:17:26,1800.0,,1800.0,1.0,95.0,Art Opening,USD,0.0,1.0,0.0,0.0,0.0,0.0,0.0
114,a0E1p00000jxn1pEAA,1,success,2018-01-16 08:30:28,1200.0,2018-01-16 19:32:02.568,600.0,2.0,4.0,Pop-Up Store,USD,0.0,1.0,0.0,0.0,0.0,0.0,0.0
115,a0E1p00000jxnb8EAA,2,success,2018-01-23 12:16:06,288.0,2018-01-25 10:45:47.219,144.0,2.0,18.0,Pop-Up Store,EUR,0.0,3.0,2.0,0.0,0.0,0.0,0.0
116,a0E1p00000jxnibEAA,5,failed,2018-01-16 14:38:40,1925.482,,160.45683333333332,12.0,79.0,Art Opening,EUR,0.0,0.2,0.6,0.0,0.0,0.0,0.0
117,a0E1p00000jxoaPEAQ,1,failed,2018-01-16 17:09:43,4662.0,,932.4,5.0,113.0,Art Opening,USD,2.0,3.0,7.0,0.0,0.0,0.0,0.0
118,a0E1p00000jxocLEAQ,3,success,2018-04-18 10:41:17,1800.0,2018-04-19 18:22:06.856,600.0,3.0,47.0,Fashion Showroom,USD,0.0,4.0,4.0,2.0,1.0,3.0,0.0
119,a0E1p00000jxopgEAA,1,success,2018-01-17 01:13:04,180.0,2018-02-05 18:40:18.714,180.0,1.0,66.0,Pop-Up Store,USD,0.0,2.0,3.0,0.0,0.0,0.0,0.0
120,a0E1p00000jxoq5EAA,1,failed,2018-01-17 01:46:17,1500.0,,1500.0,1.0,106.0,Corporate Event,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,a0E1p00000jxoqFEAQ,1,failed,2018-01-17 02:12:16,2400.0,,300.0,8.0,121.0,Art Opening,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,a0E1p00000jxp3ZEAQ,1,failed,2018-01-17 09:50:27,84.0,2018-01-17 12:24:03.028,84.0,1.0,15.0,Pop-Up Store,HKD,0.0,0.0,1.0,0.0,0.0,0.0,0.0
123,a0E1p00000jxp5PEAQ,1,success,2018-01-17 10:10:42,504.0,2018-02-12 15:50:52.027,168.0,3.0,23.0,Private Sale,EUR,1.0,8.0,9.0,0.0,0.0,0.0,0.0
124,a0E1p00000jxp6NEAQ,1,failed,2018-01-17 10:23:25,12342.85,,1028.5708333333334,12.0,161.0,Art Opening,GBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,a0E1p00000jxp8MEAQ,3,failed,2018-01-17 11:52:10,795.2000000000002,,397.6000000000001,2.0,42.666666666666664,Pop-Up Store,GBP,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
126,a0E1p00000jxpAnEAI,1,failed,2018-01-17 11:03:51,2880.0,,576.0,5.0,181.0,Product Launch,EUR,0.0,0.0,1.0,0.0,0.0,0.0,0.0
127,a0E1p00000jxqFXEAY,11,failed,2018-02-01 15:17:16,1917.8181818181818,,479.45454545454544,4.0,33.81818181818182,Pop-Up Store,EUR,0.2727272727272727,1.9090909090909092,2.1818181818181817,0.0,0.0,0.0,0.0
128,a0E1p00000jxqFhEAI,2,failed,2018-01-17 15:38:35,2160.0,,720.0,3.0,117.0,Product Launch,GBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,a0E1p00000jxqcpEAA,1,failed,2018-01-17 16:29:15,600.0,,600.0,1.0,136.0,Pop-Up Store,USD,5.0,7.0,11.0,1.0,0.0,7.0,3.0
130,a0E1p00000jxqd4EAA,1,success,2018-01-17 16:51:37,18000.0,2018-02-02 23:11:35.502,3600.0,5.0,39.0,Fashion Showroom,USD,1.0,3.0,3.0,0.0,0.0,0.0,0.0
131,a0E1p00000jxqhnEAA,1,failed,2018-02-26 16:15:01,2000.0,,1000.0,2.0,9.0,Pop-Up Store,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,a0E1p00000jxra3EAA,1,failed,2018-01-17 21:29:35,360.0,,360.0,1.0,80.0,Late Night Event (after 10pm),USD,0.0,0.0,1.0,0.0,0.0,0.0,0.0
133,a0E1p00000jxreFEAQ,1,failed,2018-01-18 00:38:37,18200.0,,202.22222222222223,90.0,14.0,Pop-Up Store,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,a0E1p00000jxrePEAQ,1,failed,2018-01-18 00:57:03,42000.0,,198.11320754716982,212.0,14.0,Fashion Showroom,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,a0E1p00000jxrfXEAQ,1,failed,2018-01-18 04:21:26,12857.15,,857.1433333333333,15.0,56.0,Pop-Up Store,HKD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
